FACID,FACNAME,FAC_FDR,BED_CAPACITY_TYPE,BED_CAPACITY,COUNTY_NAME,DATA_DATE
070000149,SANTA CLARA VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,258,SANTA CLARA,2025-12-15
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SANTA CLARA,2025-12-15
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,14,SANTA CLARA,2025-12-15
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,12,SANTA CLARA,2025-12-15
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,PERINATAL,36,SANTA CLARA,2025-12-15
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,175,SANTA CLARA,2025-12-15
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,21,SANTA CLARA,2025-12-15
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,SANTA CLARA,2025-12-15
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,51,SANTA CLARA,2025-12-15
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,69,SANTA CLARA,2025-12-15
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,17,SANTA CLARA,2025-12-15
070000153,GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,204,SANTA CLARA,2025-12-15
070000154,MISSION OAKS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,15,SANTA CLARA,2025-12-15
070000154,MISSION OAKS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,34,SANTA CLARA,2025-12-15
070000155,WATSONVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,3,SANTA CRUZ,2025-12-15
070000155,WATSONVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,3,SANTA CRUZ,2025-12-15
070000155,WATSONVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,SANTA CRUZ,2025-12-15
070000155,WATSONVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,18,SANTA CRUZ,2025-12-15
070000155,WATSONVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,72,SANTA CRUZ,2025-12-15
070000288,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA D/P A,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,18,MONTEREY,2025-12-15
070000290,SANTA CLARA VALLEY MEDICAL CENTER DP/APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,50,SANTA CLARA,2025-12-15
070000306,NATIVIDAD MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,22,MONTEREY,2025-12-15
070000324,GEORGE L. MEE MEMORIAL HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,48,MONTEREY,2025-12-15
070000476,TUPAZ HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000527,TUPAZ HOME #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000568,TUPAZ HOME #10,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000626,MISSION DE LA CASA NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,163,SANTA CLARA,2025-12-15
070000635,ST. LOUISE REGIONAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,4,SANTA CLARA,2025-12-15
070000635,ST. LOUISE REGIONAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,SANTA CLARA,2025-12-15
070000635,ST. LOUISE REGIONAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,16,SANTA CLARA,2025-12-15
070000635,ST. LOUISE REGIONAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,48,SANTA CLARA,2025-12-15
070000684,ST. LOUISE REGIONAL HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,21,SANTA CLARA,2025-12-15
070000726,TUPAZ HOME #9,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000766,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,4,SANTA CLARA,2025-12-15
070000778,THE TERRACES OF LOS GATOS,SKILLED NURSING FACILITY,SKILLED NURSING,59,SANTA CLARA,2025-12-15
070000780,EDEN VALLEY CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,59,MONTEREY,2025-12-15
070000789,TUPAZ HOME #3,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000815,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC DAY HEALTH CENTER,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,PEDI. DAY & RESPITE CARE,10,SANTA CLARA,2025-12-15
070000817,TUPAZ HOME #4,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000868,O'CONNOR HOSPITAL DP/SNF,SKILLED NURSING FACILITY,SKILLED NURSING,24,SANTA CLARA,2025-12-15
070000890,TUPAZ HOME #5,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000918,AYER HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000940,SHINRAI - PURPLE HILLS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000953,LAWRENCE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000959,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,GENERAL ACUTE CARE HOSPITAL,PERINATAL,12,SANTA CRUZ,2025-12-15
070000959,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,16,SANTA CRUZ,2025-12-15
070000980,TUPAZ HOME #6,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000989,SAN MIGUEL HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070000998,TUPAZ HOME #7,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070001025,SHINRAI-GRIDLEY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070001028,SHINRAI - CAMINO VERDE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070001060,SHINRAI-FLINTDALE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,9,SANTA CLARA,2025-12-15
070001089,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,27,SANTA CLARA,2025-12-15
070001106,SHINRAI - CROYDON,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SANTA CLARA,2025-12-15
070001130,KCARE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SANTA CLARA,2025-12-15
070001279,NEURORESTORATIVE CALIFORNIA,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,12,SANTA CLARA,2025-12-15
070001309,TUPAZ HOME #8,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,72,SANTA CLARA,2025-12-15
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,100,SANTA CLARA,2025-12-15
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,PERINATAL,50,SANTA CLARA,2025-12-15
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,128,SANTA CLARA,2025-12-15
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,76,SANTA CLARA,2025-12-15
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,24,SANTA CLARA,2025-12-15
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,24,SANTA CLARA,2025-12-15
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,PERINATAL,57,SANTA CLARA,2025-12-15
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,7,SANTA CLARA,2025-12-15
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,180,SANTA CLARA,2025-12-15
070001353,EL CAMINO HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,36,SANTA CLARA,2025-12-15
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,48,SANTA CLARA,2025-12-15
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,26,SANTA CLARA,2025-12-15
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,GENERAL ACUTE CARE HOSPITAL,PERINATAL,40,SANTA CLARA,2025-12-15
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,26,SANTA CLARA,2025-12-15
070001355,KAISER FOUNDATION HOSPITAL-SANTA CLARA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,203,SANTA CLARA,2025-12-15
070001357,STANFORD HEALTH CARE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,17,SANTA CLARA,2025-12-15
070001357,STANFORD HEALTH CARE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,207,SANTA CLARA,2025-12-15
070001359,STANFORD HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,30,SANTA CLARA,2025-12-15
070001362,SHINRAI-ARAM,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070001365,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,57,SAN BENITO,2025-12-15
070001398,ROUNDTREE HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SANTA CLARA,2025-12-15
070001404,TUPAZ HOME #11,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
070001410,MISSION OAKS HOSPITAL - D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,21,SANTA CLARA,2025-12-15
080000001,ENCINITAS POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,99,SAN DIEGO,2025-12-15
080000007,BOULDER CREEK POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,149,SAN DIEGO,2025-12-15
080000012,POWAY HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SAN DIEGO,2025-12-15
080000014,REDWOOD TERRACE HEALTH CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,59,SAN DIEGO,2025-12-15
080000017,THE ROYAL HOME,SKILLED NURSING FACILITY,SKILLED NURSING,19,SAN DIEGO,2025-12-15
080000022,SCRIPPS GREEN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,12,SAN DIEGO,2025-12-15
080000022,SCRIPPS GREEN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,SAN DIEGO,2025-12-15
080000022,SCRIPPS GREEN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,149,SAN DIEGO,2025-12-15
080000023,RADY CHILDREN'S HOSPITAL SAN DIEGO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,52,SAN DIEGO,2025-12-15
080000023,RADY CHILDREN'S HOSPITAL SAN DIEGO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,153,SAN DIEGO,2025-12-15
080000023,RADY CHILDREN'S HOSPITAL SAN DIEGO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,249,SAN DIEGO,2025-12-15
080000030,ESCONDIDO POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,180,SAN DIEGO,2025-12-15
080000031,COUNTRY MANOR LA MESA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SAN DIEGO,2025-12-15
080000032,GROSSMONT POST ACUTE CARE,SKILLED NURSING FACILITY,SKILLED NURSING,90,SAN DIEGO,2025-12-15
080000035,HELEN BERNARDY CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,53,SAN DIEGO,2025-12-15
080000036,SHARP MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,24,SAN DIEGO,2025-12-15
080000036,SHARP MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,50,SAN DIEGO,2025-12-15
080000036,SHARP MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,30,SAN DIEGO,2025-12-15
080000036,SHARP MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,552,SAN DIEGO,2025-12-15
080000037,THE COVE AT LA JOLLA,SKILLED NURSING FACILITY,SKILLED NURSING,59,SAN DIEGO,2025-12-15
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,5,SAN DIEGO,2025-12-15
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,86,SAN DIEGO,2025-12-15
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,24,SAN DIEGO,2025-12-15
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,24,SAN DIEGO,2025-12-15
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,18,SAN DIEGO,2025-12-15
080000045,GROSSMONT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,329,SAN DIEGO,2025-12-15
080000050,PALOMAR VISTA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,74,SAN DIEGO,2025-12-15
080000053,FALLBROOK SKILLED NURSING,SKILLED NURSING FACILITY,SKILLED NURSING,93,SAN DIEGO,2025-12-15
080000059,LAKESIDE SPECIAL CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,152,SAN DIEGO,2025-12-15
080000060,THE SHORES POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,305,SAN DIEGO,2025-12-15
080000062,PARKWAY HILLS NURSING & REHABILITATION,SKILLED NURSING FACILITY,SKILLED NURSING,60,SAN DIEGO,2025-12-15
080000066,PALOMAR HEIGHTS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,98,SAN DIEGO,2025-12-15
080000068,KEARNY MESA CONVALESCENT AND NURSING HOME,SKILLED NURSING FACILITY,SKILLED NURSING,98,SAN DIEGO,2025-12-15
080000070,ARBOR HILLS NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,100,SAN DIEGO,2025-12-15
080000073,CARLSBAD BY THE SEA,SKILLED NURSING FACILITY,SKILLED NURSING,33,SAN DIEGO,2025-12-15
080000077,AVIARA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,120,SAN DIEGO,2025-12-15
080000087,LA JOLLA POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,161,SAN DIEGO,2025-12-15
080000089,LA PALOMA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,93,SAN DIEGO,2025-12-15
080000090,VALLEY VISTA POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,59,SAN DIEGO,2025-12-15
080000094,BRADLEY COURT,SKILLED NURSING FACILITY,SKILLED NURSING,56,SAN DIEGO,2025-12-15
080000099,VISTA VIEW POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,176,SAN DIEGO,2025-12-15
080000100,WHITE SANDS OF LA JOLLA,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN DIEGO,2025-12-15
080000144,KAISER FOUNDATION HOSPITAL - ZION,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,24,SAN DIEGO,2025-12-15
080000144,KAISER FOUNDATION HOSPITAL - ZION,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,319,SAN DIEGO,2025-12-15
080000147,PALOMAR MEDICAL CENTER POWAY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,SAN DIEGO,2025-12-15
080000147,PALOMAR MEDICAL CENTER POWAY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,4,SAN DIEGO,2025-12-15
080000147,PALOMAR MEDICAL CENTER POWAY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,11,SAN DIEGO,2025-12-15
080000147,PALOMAR MEDICAL CENTER POWAY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,68,SAN DIEGO,2025-12-15
080000149,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,83,SAN DIEGO,2025-12-15
080000149,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,GENERAL ACUTE CARE HOSPITAL,PERINATAL,76,SAN DIEGO,2025-12-15
080000149,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,418,SAN DIEGO,2025-12-15
080000150,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,SAN DIEGO,2025-12-15
080000150,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,GENERAL ACUTE CARE HOSPITAL,PERINATAL,24,SAN DIEGO,2025-12-15
080000150,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,143,SAN DIEGO,2025-12-15
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,14,SAN DIEGO,2025-12-15
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,14,SAN DIEGO,2025-12-15
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,20,SAN DIEGO,2025-12-15
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,38,SAN DIEGO,2025-12-15
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,10,SAN DIEGO,2025-12-15
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,272,SAN DIEGO,2025-12-15
080000156,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTEM,ACUTE PSYCHIATRIC HOSPITAL,CHEMICAL DEPENDENCY RECOVERY,12,SAN DIEGO,2025-12-15
080000156,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTEM,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,54,SAN DIEGO,2025-12-15
080000192,ESCONDIDO DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,22,SAN DIEGO,2025-12-15
080000222,OCEAN VIEW POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,120,SAN DIEGO,2025-12-15
080000387,TRI-CITY MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,18,SAN DIEGO,2025-12-15
080000617,STANFORD COURT SKILLED NURSING & REHAB CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,105,SAN DIEGO,2025-12-15
080000665,AURORA SAN DIEGO,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,101,SAN DIEGO,2025-12-15
080000679,THE VILLAS AT POWAY,SKILLED NURSING FACILITY,SKILLED NURSING,129,SAN DIEGO,2025-12-15
080000685,CASA DE LAS CAMPANAS,SKILLED NURSING FACILITY,SKILLED NURSING,99,SAN DIEGO,2025-12-15
080000692,CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,120,SAN DIEGO,2025-12-15
080000694,VILLA RANCHO BERNARDO CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,299,SAN DIEGO,2025-12-15
080000705,SHARP MCDONALD CENTER,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,CHEMICAL DEPENDENCY RECOVERY,16,SAN DIEGO,2025-12-15
080000752,GROSSMONT GARDENS HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,39,SAN DIEGO,2025-12-15
080000761,SANTA FE POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,187,SAN DIEGO,2025-12-15
080000795,VISTA KNOLL SPECIALIZED CARE FACILITY,SKILLED NURSING FACILITY,SKILLED NURSING,159,SAN DIEGO,2025-12-15
080000801,VILLAGE SQUARE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,118,SAN DIEGO,2025-12-15
080000820,COUNTRY HILLS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,305,SAN DIEGO,2025-12-15
080000835,THE DOROTHY AND JOSEPH GOLDBERG HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,58,SAN DIEGO,2025-12-15
080000922,TOGETHER WE GROW,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,PEDI. DAY & RESPITE CARE,75,SAN DIEGO,2025-12-15
080000962,THE SPRINGS AT PACIFIC REGENT,SKILLED NURSING FACILITY,SKILLED NURSING,59,SAN DIEGO,2025-12-15
080001107,GROSSMONT HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,30,SAN DIEGO,2025-12-15
080001257,PALOMAR MEDICAL CENTER POWAY D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,12,SAN DIEGO,2025-12-15
080001283,GROSSMONT HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,46,SAN DIEGO,2025-12-15
080001322,FRESENIUS MEDICAL CARE BALBOA EAST\COUNTY,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,24,SAN DIEGO,2025-12-15
080001470,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,84,SAN DIEGO,2025-12-15
080001470,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,GENERAL ACUTE CARE HOSPITAL,PERINATAL,72,SAN DIEGO,2025-12-15
080001470,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,50,SAN DIEGO,2025-12-15
080001502,BAYSHIRE CARLSBAD,SKILLED NURSING FACILITY,SKILLED NURSING,45,SAN DIEGO,2025-12-15
080001515,BAYSHIRE TORREY PINES POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,45,SAN DIEGO,2025-12-15
080001536,THE HILLS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,174,ORANGE,2025-12-15
080001538,MAINPLACE POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,169,ORANGE,2025-12-15
080001540,ANAHEIM TERRACE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,ORANGE,2025-12-15
080001542,ALTA GARDENS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,129,ORANGE,2025-12-15
080001559,LAKEVIEW HOME,HOSPICE FACILITY,HOSPICE,4,SAN DIEGO,2025-12-15
080001565,SANTA BARBARA ARTIFICIAL KIDNEY CENTER LLC,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,38,SANTA BARBARA,2025-12-15
080001567,SIMI VALLEY DIALYSIS,CHRONIC DIALYSIS CLINIC,IN-CENTER HEMODIALYSIS,21,VENTURA,2025-12-15
